status,upload_date,size_kb,identity_name_guess,live_profiles_with_this_identity_name,live_scenarios_with_this_identity,template_scenarios_with_this_identity,s3_key,url,gsheet_preview
orphan,2025-11-09 22:55:12,518,elegant icon,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/2a333a55-b4c4-4d8b-8d21-8cab059528eb/elegant_icon.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/2a333a55-b4c4-4d8b-8d21-8cab059528eb/elegant_icon.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/2a333a55-b4c4-4d8b-8d21-8cab059528eb/elegant_icon.jpg"")"
orphan,2025-11-09 22:55:13,531,acrobat,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/288f0c40-ade8-474c-a260-3a39eed5efa0/acrobat.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/288f0c40-ade8-474c-a260-3a39eed5efa0/acrobat.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/288f0c40-ade8-474c-a260-3a39eed5efa0/acrobat.jpg"")"
orphan,2025-11-09 22:55:13,585,adventurer,stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann | stg:leigh ann no identity compnents,stg:YC test Leigh Ann (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/8d9b8771-611f-4b19-9286-bb01531ec3eb/adventurer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/8d9b8771-611f-4b19-9286-bb01531ec3eb/adventurer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/8d9b8771-611f-4b19-9286-bb01531ec3eb/adventurer.jpg"")"
orphan,2025-11-09 22:55:14,543,princess wife,stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/66d71414-c99b-4ac8-9566-726d7edc7b9c/princess_wife.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/66d71414-c99b-4ac8-9566-726d7edc7b9c/princess_wife.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/66d71414-c99b-4ac8-9566-726d7edc7b9c/princess_wife.jpg"")"
orphan,2025-11-09 22:55:15,444,captain of my life,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_05c07943@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Latriza | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Latriza (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/00256edb-e8c8-4dd3-ab8e-2d623285f009/captain_of_my_life.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/00256edb-e8c8-4dd3-ab8e-2d623285f009/captain_of_my_life.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/00256edb-e8c8-4dd3-ab8e-2d623285f009/captain_of_my_life.jpg"")"
orphan,2025-11-09 22:55:15,423,empowered mother,prd:la@discovita.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/c4b81d35-299a-4794-a2a4-7ea479620cca/empowered_mother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/c4b81d35-299a-4794-a2a4-7ea479620cca/empowered_mother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/c4b81d35-299a-4794-a2a4-7ea479620cca/empowered_mother.jpg"")"
orphan,2025-11-09 23:00:54,416,magical healer,stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/2a5b1acd-3ab8-4caa-bd0d-12834ea58b38/magical_healer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/2a5b1acd-3ab8-4caa-bd0d-12834ea58b38/magical_healer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/2a5b1acd-3ab8-4caa-bd0d-12834ea58b38/magical_healer.jpg"")"
orphan,2025-11-09 23:00:54,437,successful entrepenuer,,,,media/bb0c10db-e5cd-4f39-bc28-d7aec969b5f9/successful_entrepenuer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/bb0c10db-e5cd-4f39-bc28-d7aec969b5f9/successful_entrepenuer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/bb0c10db-e5cd-4f39-bc28-d7aec969b5f9/successful_entrepenuer.jpg"")"
orphan,2025-11-09 23:00:55,450,power banker,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/c503e607-0863-4c8e-98d2-515418c94cbf/power_banker.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/c503e607-0863-4c8e-98d2-515418c94cbf/power_banker.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/c503e607-0863-4c8e-98d2-515418c94cbf/power_banker.jpg"")"
orphan,2025-11-09 23:00:56,658,creator,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_04c10b4f@testscenario.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_44c25234@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com | stg:test_user_f85c91d1@testscenario.com | stg:test_user_fbd2531c@testscenario.com,prd:full test sept 10 2025 | stg:Casey - BR Testing | stg:Casey - IR Testing | stg:LA dec 20 2025 | stg:LA test oct 27 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents | stg:leigh ann test oct 23,prd:full test sept 10 2025 (la@discovita.com) | stg:Casey - BR Testing (superadmin@admin.com) | stg:Casey - IR Testing (superadmin@admin.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:LA test oct 27 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com) | stg:leigh ann test oct 23 (la@discovita.com),media/b207d7fa-66aa-4e0b-936e-f4382d1e5a2a/creator.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/b207d7fa-66aa-4e0b-936e-f4382d1e5a2a/creator.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/b207d7fa-66aa-4e0b-936e-f4382d1e5a2a/creator.jpg"")"
orphan,2025-11-09 23:00:56,518,elegant icon,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/b9aca324-966b-465b-a845-e0139f58635d/elegant_icon.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/b9aca324-966b-465b-a845-e0139f58635d/elegant_icon.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/b9aca324-966b-465b-a845-e0139f58635d/elegant_icon.jpg"")"
orphan,2025-11-09 23:00:57,585,adventurer,stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann | stg:leigh ann no identity compnents,stg:YC test Leigh Ann (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/06fb9d49-ffea-48a4-a6fe-5d2640618d18/adventurer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/06fb9d49-ffea-48a4-a6fe-5d2640618d18/adventurer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/06fb9d49-ffea-48a4-a6fe-5d2640618d18/adventurer.jpg"")"
orphan,2025-11-09 23:00:58,531,acrobat,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/0f4ab942-0a59-4c49-b243-62d8baaafdc0/acrobat.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/0f4ab942-0a59-4c49-b243-62d8baaafdc0/acrobat.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/0f4ab942-0a59-4c49-b243-62d8baaafdc0/acrobat.jpg"")"
orphan,2025-11-09 23:00:58,543,princess wife,stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/4ce953a0-4063-45a0-9452-7e18c9f3748d/princess_wife.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/4ce953a0-4063-45a0-9452-7e18c9f3748d/princess_wife.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/4ce953a0-4063-45a0-9452-7e18c9f3748d/princess_wife.jpg"")"
orphan,2025-11-09 23:00:59,423,empowered mother,prd:la@discovita.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/bcc6729a-458d-40fc-a346-16c9162534b5/empowered_mother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/bcc6729a-458d-40fc-a346-16c9162534b5/empowered_mother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/bcc6729a-458d-40fc-a346-16c9162534b5/empowered_mother.jpg"")"
orphan,2025-11-09 23:01:00,444,captain of my life,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_05c07943@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Latriza | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Latriza (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/0dbd2183-adc9-4eeb-b38f-df592995ee44/captain_of_my_life.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/0dbd2183-adc9-4eeb-b38f-df592995ee44/captain_of_my_life.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/0dbd2183-adc9-4eeb-b38f-df592995ee44/captain_of_my_life.jpg"")"
orphan,2025-11-09 23:27:37,527,financial alchemist,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/25625523-51a7-4834-85f1-203b904cacd3/financial_alchemist.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/25625523-51a7-4834-85f1-203b904cacd3/financial_alchemist.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/25625523-51a7-4834-85f1-203b904cacd3/financial_alchemist.jpg"")"
orphan,2025-11-09 23:27:39,527,financial alchemist,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/41142119-3473-481e-b80e-e2d17e880064/financial_alchemist.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/41142119-3473-481e-b80e-e2d17e880064/financial_alchemist.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/41142119-3473-481e-b80e-e2d17e880064/financial_alchemist.jpg"")"
orphan,2025-11-09 23:27:40,536,tactical mastermind,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/ca6f2317-64fd-497e-a533-b402484ac1ae/tactical_mastermind.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/ca6f2317-64fd-497e-a533-b402484ac1ae/tactical_mastermind.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/ca6f2317-64fd-497e-a533-b402484ac1ae/tactical_mastermind.jpg"")"
orphan,2025-11-09 23:27:41,588,financial brick mason,stg:lala@gmail.com,,,media/39f40c0c-87e0-4233-b54c-22cf8ca6aae0/financial_brick_mason.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/39f40c0c-87e0-4233-b54c-22cf8ca6aae0/financial_brick_mason.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/39f40c0c-87e0-4233-b54c-22cf8ca6aae0/financial_brick_mason.jpg"")"
orphan,2025-11-09 23:27:41,288,swimmer,stg:lala@gmail.com,,,media/34776251-0d59-4b60-b33e-e25be3bb5b62/swimmer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/34776251-0d59-4b60-b33e-e25be3bb5b62/swimmer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/34776251-0d59-4b60-b33e-e25be3bb5b62/swimmer.jpg"")"
orphan,2025-11-09 23:27:42,392,master of time,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/f27b4999-6b53-46e5-91fd-201aa658d73c/master_of_time.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/f27b4999-6b53-46e5-91fd-201aa658d73c/master_of_time.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/f27b4999-6b53-46e5-91fd-201aa658d73c/master_of_time.jpg"")"
orphan,2025-11-09 23:27:43,446,big brother,stg:lala@gmail.com,,,media/881fb173-74cb-40c1-abee-770411ecfa05/big_brother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/881fb173-74cb-40c1-abee-770411ecfa05/big_brother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/881fb173-74cb-40c1-abee-770411ecfa05/big_brother.jpg"")"
orphan,2025-11-09 23:27:43,349,big wave phenom,stg:lala@gmail.com,,,media/ac634f31-c643-4fcd-b91f-38a0143f781f/big_wave_phenom.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/ac634f31-c643-4fcd-b91f-38a0143f781f/big_wave_phenom.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/ac634f31-c643-4fcd-b91f-38a0143f781f/big_wave_phenom.jpg"")"
orphan,2025-11-09 23:27:44,425,manifestation king,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/f27a6923-bd98-4254-9d67-1cc91da2da59/manifestation_king.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/f27a6923-bd98-4254-9d67-1cc91da2da59/manifestation_king.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/f27a6923-bd98-4254-9d67-1cc91da2da59/manifestation_king.jpg"")"
orphan,2025-11-09 23:27:45,298,castle builder,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/54c75ad5-e88a-4f6c-9a4c-67f12378158e/castle_builder.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/54c75ad5-e88a-4f6c-9a4c-67f12378158e/castle_builder.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/54c75ad5-e88a-4f6c-9a4c-67f12378158e/castle_builder.jpg"")"
orphan,2025-11-09 23:27:45,687,dream chaser,,,,media/a3ac8fd1-47e9-4929-98a3-5e9dbf48e7e8/dream_chaser.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/a3ac8fd1-47e9-4929-98a3-5e9dbf48e7e8/dream_chaser.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/a3ac8fd1-47e9-4929-98a3-5e9dbf48e7e8/dream_chaser.jpg"")"
orphan,2025-11-09 23:27:50,527,financial alchemist,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/11c80c24-b887-49c3-93b1-2cf64687375a/financial_alchemist.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/11c80c24-b887-49c3-93b1-2cf64687375a/financial_alchemist.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/11c80c24-b887-49c3-93b1-2cf64687375a/financial_alchemist.jpg"")"
orphan,2025-11-09 23:27:50,536,tactical mastermind,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/a5752814-5f6d-47ee-93ee-e1139462b72a/tactical_mastermind.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/a5752814-5f6d-47ee-93ee-e1139462b72a/tactical_mastermind.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/a5752814-5f6d-47ee-93ee-e1139462b72a/tactical_mastermind.jpg"")"
orphan,2025-11-09 23:27:51,588,financial brick mason,stg:lala@gmail.com,,,media/e8b50860-08d4-42bb-83f9-f7f4a105647c/financial_brick_mason.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/e8b50860-08d4-42bb-83f9-f7f4a105647c/financial_brick_mason.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/e8b50860-08d4-42bb-83f9-f7f4a105647c/financial_brick_mason.jpg"")"
orphan,2025-11-09 23:27:52,392,master of time,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/456f69ae-ed48-40c5-be0d-796f15e37d4f/master_of_time.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/456f69ae-ed48-40c5-be0d-796f15e37d4f/master_of_time.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/456f69ae-ed48-40c5-be0d-796f15e37d4f/master_of_time.jpg"")"
orphan,2025-11-09 23:27:52,288,swimmer,stg:lala@gmail.com,,,media/bb2207ee-e566-44bb-8a30-08012e6dac8f/swimmer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/bb2207ee-e566-44bb-8a30-08012e6dac8f/swimmer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/bb2207ee-e566-44bb-8a30-08012e6dac8f/swimmer.jpg"")"
orphan,2025-11-09 23:27:53,349,big wave phenom,stg:lala@gmail.com,,,media/e005249d-8ecf-4110-b271-610e95b418a5/big_wave_phenom.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/e005249d-8ecf-4110-b271-610e95b418a5/big_wave_phenom.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/e005249d-8ecf-4110-b271-610e95b418a5/big_wave_phenom.jpg"")"
orphan,2025-11-09 23:27:54,446,big brother,stg:lala@gmail.com,,,media/567bde4b-19d6-4856-8205-2eb234d16264/big_brother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/567bde4b-19d6-4856-8205-2eb234d16264/big_brother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/567bde4b-19d6-4856-8205-2eb234d16264/big_brother.jpg"")"
orphan,2025-11-09 23:27:54,425,manifestation king,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/440ae2a2-83cb-4893-9d37-8819e65181e7/manifestation_king.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/440ae2a2-83cb-4893-9d37-8819e65181e7/manifestation_king.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/440ae2a2-83cb-4893-9d37-8819e65181e7/manifestation_king.jpg"")"
orphan,2025-11-09 23:27:55,298,castle builder,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/67646a3e-86ec-4835-bf6d-257cf9673e2d/castle_builder.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/67646a3e-86ec-4835-bf6d-257cf9673e2d/castle_builder.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/67646a3e-86ec-4835-bf6d-257cf9673e2d/castle_builder.jpg"")"
